ProjectAccession,Instrument,Quantification Method,Software,PTM
PXD009741,MS:1001911,,,MOD:00076|MOD:00077|MOD:00084
PXD014376,MS:1000449,PRIDE:0000425,,MOD:00425|MOD:00397
PXD009755,MS:1001911,,,UNIMOD:7|UNIMOD:35
PXD009734,MS:1001911,PRIDE:0000315,,MOD:00696
PXD009732,MS:1001782,,,PRIDE:0000398
PXD009745,MS:1002417,,,MOD:00425|MOD:01160|MOD:00397
PXD009681,MS:1000449,PRIDE:0000436,,UNIMOD:4|UNIMOD:35|UNIMOD:1
PXD009692,MS:1001911,,,MOD:01720|MOD:00425|MOD:00397
PXD009744,MS:1002417,PRIDE:0000425,,MOD:00425|MOD:00397
PXD009757,MS:1001911,PRIDE:0000313,,PRIDE:0000398
PXD009759,MS:1001911,,,MOD:00076|MOD:00077|MOD:00084
PXD009747,MS:1001911,,,MOD:00397
PXD006760,MS:1001782,PRIDE:0000425,,MOD:00425|MOD:00397
PXD009694,MS:1000932,PRIDE:0000425,,UNIMOD:4|UNIMOD:35|UNIMOD:1
PXD009729,MS:1001742,,,MOD:00397
PXD009750,MS:1001911,,,UNIMOD:7|UNIMOD:35
PXD009760,MS:1001911,,,MOD:00076|MOD:00077
PXD009763,MS:1001911,PRIDE:0000425,,MOD:00425|MOD:00394|MOD:00397|MOD:00400
PXD009756,MS:1002732,,,MOD:00425|MOD:00397
PXD009758,MS:1000201,,,PRIDE:0000398
PXD009761,MS:1000449,,,MOD:00394
PXD009698,MS:1001911,PRIDE:0000440,,UNIMOD:21|UNIMOD:4|UNIMOD:35
PXD009707,MS:1001782,,,MOD:00425|MOD:01153|MOD:00400
PXD009601,MS:1001910,,,MOD:01720|MOD:00425|MOD:00394|MOD:00397|MOD:00400
PXD009635,MS:1001742,PRIDE:0000440,,PRIDE:0000398
PXD009643,MS:1001911,,,MOD:00425|MOD:00696|MOD:00394|MOD:00397|MOD:00400
PXD009737,MS:1002877,,,UNIMOD:4|UNIMOD:35
PXD009766,MS:1002634|MS:1001911,PRIDE:0000315,,PRIDE:0000398
PXD009645,MS:1001911,,,PRIDE:0000398
PXD009646,MS:1001910,,,UNIMOD:385|UNIMOD:737|UNIMOD:23|UNIMOD:7|UNIMOD:4|UNIMOD:35|UNIMOD:1
PXD009709,MS:1001911,,,MOD:00425|MOD:00696|MOD:00397
PXD009717,MS:1001910,,,MOD:00696
PXD009220,MS:1001911,PRIDE:0000313,,MOD:01549|MOD:00696
PXD009751,MS:1001911,,,UNIMOD:7|UNIMOD:35
PXD009767,MS:1001911,PRIDE:0000312,,MOD:00674|MOD:00397
PXD007132,MS:1002416,PRIDE:0000316|PRIDE:0000314,,MOD:00397
PXD009639,MS:1002417,PRIDE:0000323,,MOD:00425|MOD:00399
PXD009634,MS:1001910|MS:1001742,PRIDE:0000440,,MOD:00696
PXD010468,MS:1002416,PRIDE:0000425,,
PXD009622,MS:1000932,PRIDE:0000314,,UNIMOD:385|UNIMOD:737|UNIMOD:23|UNIMOD:7|UNIMOD:4|UNIMOD:35
PXD009753,MS:1001911,,,UNIMOD:7|UNIMOD:35
PXD011144,MS:1000932|MS:1000447,,,MOD:01549
PXD009802,MS:1000449,,,MOD:00425|MOD:00398
PXD009804,MS:1001782,,,PRIDE:0000398
PXD009784,MS:1001911,PRIDE:0000436,,MOD:00425|MOD:00397
PXD009792,MS:1001911,,,PRIDE:0000398
PXD009938,MS:1000449,PRIDE:0000315,,MOD:00696
PXD009801,MS:1000449|MS:1001911,PRIDE:0000315,,MOD:00425|MOD:00394|MOD:00397
PXD009810,MS:1001742,,,UNIMOD:39|UNIMOD:730|UNIMOD:7|UNIMOD:4|UNIMOD:35
PXD009818,MS:1001742,,,UNIMOD:35
PXD009819,MS:1002732,,,MOD:00425|MOD:01885
PXD009771,MS:1000677,,,UNIMOD:7|UNIMOD:4|UNIMOD:35
PXD009931,MS:1002877,PRIDE:0000425,,MOD:00696
PXD006250,MS:1001911,PRIDE:0000313,,PRIDE:0000398
PXD009797,MS:1001910,,,MOD:00425|MOD:00417
PXD009857,MS:1001911,PRIDE:0000425,,MOD:00696
PXD009860,MS:1000189,,,MOD:00425
PXD009799,MS:1001910,,,UNIMOD:4|UNIMOD:35
PXD009800,MS:1001911,,,MOD:00425|MOD:00725|MOD:00397|MOD:00400
PXD009854,MS:1001911,PRIDE:0000315,,MOD:00696
PXD009863,MS:1000449,PRIDE:0000435,,UNIMOD:21|UNIMOD:35|UNIMOD:1
PXD009961,MS:1001911,,,MOD:01720|MOD:00397
PXD009808,MS:1000201,,,PRIDE:0000398
PXD009812,MS:1000932,,,MOD:00397|MOD:00338
PXD009803,MS:1000449,,,MOD:00492
PXD009916,MS:1001911,PRIDE:0000314,,MOD:01720
PXD009927,MS:1000449,,,MOD:00704
PXD009861,MS:1000932|MS:1001911,,,PRIDE:0000398
PXD010940,MS:1001911,PRIDE:0000425,,MOD:00425|MOD:00397|MOD:00400
PXD009813,MS:1001910,,,MOD:00696
PXD009809,MS:1000932,PRIDE:0000313,,MOD:00425
PXD009850,MS:1000187,,,PRIDE:0000398
PXD007894,MS:1001911,,,PRIDE:0000398
PXD009948,MS:1002416|MS:1002523,,,UNIMOD:|UNIMOD:4|UNIMOD:35
PXD009949,MS:1001782,PRIDE:0000315,,MOD:00397
PXD009822,MS:1001911,PRIDE:0000312,,PRIDE:0000398
PXD009858,MS:1001782,PRIDE:0000323,,MOD:00425|MOD:00696|MOD:00397
PXD009859,MS:1000477,PRIDE:0000320,,PRIDE:0000398
PXD009864,MS:1001911,,,MOD:00397
PXD009914,MS:1002877,,,MOD:00429|MOD:00083|MOD:00599
PXD009826,MS:1001742,,,MOD:00398
PXD009838,MS:1001911,,,MOD:00425|MOD:00397
PXD009776,MS:1000932,PRIDE:0000447,,PRIDE:0000398
PXD009786,MS:1001742,,,MOD:00425|MOD:00397|MOD:00400
PXD009793,MS:1002417,PRIDE:0000436,,MOD:00425|MOD:00400
PXD009794,MS:1001911,,,MOD:00425|MOD:00398
PXD008782,MS:1001911,,,PRIDE:0000398
PXD009868,MS:1001911,PRIDE:0000315,,PRIDE:0000398
PXD009830,MS:1001911,PRIDE:0000315,,PRIDE:0000398
PXD009956,MS:1001911,PRIDE:0000447,,PRIDE:0000398
PXD009869,MS:1000449,,,MOD:00394
PXD009882,MS:1002523,PRIDE:0000425,,MOD:00425|MOD:00394|MOD:00397
PXD009895,MS:1002877,PRIDE:0000312,,PRIDE:0000398
PXD009896,MS:1000449,PRIDE:0000315,,PRIDE:0000398
PXD009870,MS:1001911,PRIDE:0000323,,MOD:00425|MOD:00399|MOD:00400
PXD009875,MS:1002732|MS:1001910|MS:1001742|MS:1001911,PRIDE:0000440,,MOD:00425
PXD009915,MS:1002416,PRIDE:0000425,,MOD:00425|MOD:00397
PXD009853,MS:1001911,PRIDE:0000312,,MOD:00397
PXD009856,MS:1001911,PRIDE:0000440,,MOD:00425|MOD:00394|MOD:00397
PXD009874,MS:1001910|MS:1001742,PRIDE:0000315,,MOD:00425|MOD:00696|MOD:00397
PXD009906,MS:1001911,,,MOD:00425|MOD:00397|MOD:00400
PXD009909,MS:1002416,,,MOD:00425|MOD:00397
PXD009935,MS:1001911,PRIDE:0000312,,MOD:00425|MOD:00408
PXD009945,MS:1002732|MS:1002416,PRIDE:0000315|PRIDE:0000314,,MOD:01720|MOD:00425|MOD:00397
PXD009955,MS:1002417|MS:1001742,,,MOD:00425|MOD:00163|MOD:00164|MOD:00397
PXD009939,MS:1001911,,,MOD:00425
PXD009944,MS:1001911,PRIDE:0000425,,MOD:00394|MOD:00397
PXD009880,MS:1001911,PRIDE:0000314,,MOD:00397
PXD009917,MS:1000449,PRIDE:0000315,,MOD:00696
PXD009789,MS:1001910|MS:1001911,PRIDE:0000323,,PRIDE:0000398
PXD009900,MS:1001911,PRIDE:0000425,,MOD:00425|MOD:00696|MOD:00394|MOD:00399
PXD009950,MS:1001911,,,UNIMOD:|UNIMOD:4|UNIMOD:312|UNIMOD:35
PXD009965,MS:1000449,PRIDE:0000425,,MOD:00425|MOD:01160|MOD:00394|MOD:00397
PXD009925,MS:1001911,,,MOD:00425|MOD:00398
PXD009893,MS:1000932|MS:1002523,,,PRIDE:0000398
PXD009894,MS:1001782,,,PRIDE:0000398
PXD009817,MS:1001911,,,UNIMOD:35
PXD009966,MS:1001911,PRIDE:0000435|PRIDE:0000438,,MOD:00306|UNIMOD:4|UNIMOD:35
PXD009788,MS:1001911,,,UNIMOD:28|UNIMOD:2|UNIMOD:4|UNIMOD:35|UNIMOD:1
PXD009936,MS:1001911,PRIDE:0000312,,MOD:00425|MOD:00397|MOD:00408
PXD009791,MS:1001742,PRIDE:0000323,,MOD:00425|MOD:00394|MOD:00397
PXD009897,MS:1001742,,,MOD:00696|MOD:00397
PXD009775,MS:1001911,PRIDE:0000314,,PRIDE:0000398
PXD009780,MS:1001911,PRIDE:0000313,,MOD:01549
PXD009929,MS:1000932,PRIDE:0000447,,MOD:00397|MOD:00338
PXD009785,MS:1001782,PRIDE:0000323,,MOD:00425|MOD:00696|MOD:00397
PXD009769,MS:1002634,PRIDE:0000425,,MOD:00425|MOD:00397|MOD:00400
PXD009777,MS:1000932|MS:1002732,,,PRIDE:0000398
PXD009918,MS:1001911,PRIDE:0000323,,UNIMOD:385|UNIMOD:23|UNIMOD:7|UNIMOD:4|UNIMOD:35|UNIMOD:1
PXD009919,MS:1002732,,,UNIMOD:2|UNIMOD:24|UNIMOD:359|UNIMOD:121|UNIMOD:337|UNIMOD:299|UNIMOD:23|UNIMOD:11|UNIMOD:450|UNIMOD:385|UNIMOD:950|UNIMOD:378|UNIMOD:6|UNIMOD:21|UNIMOD:34|UNIMOD:318|UNIMOD:30|UNIMOD:1|UNIMOD:10|UNIMOD:345|UNIMOD:425|UNIMOD:951|UNIMOD:7|UNIMOD:381|UNIMOD:178|UNIMOD:352|UNIMOD:122|UNIMOD:35
PXD009920,MS:1001911,PRIDE:0000314,,MOD:01720|MOD:00397
PXD009787,MS:1001911,,,PRIDE:0000398
PXD009798,MS:1000932,PRIDE:0000440,,UNIMOD:28|UNIMOD:|UNIMOD:4|UNIMOD:1
PXD009991,MS:1001911,,,PRIDE:0000398
PXD009971,MS:1001742,PRIDE:0000315,,PRIDE:0000398
PXD010070,MS:1001911,,,MOD:00397
PXD010113,MS:1001742,PRIDE:0000322,,PRIDE:0000398
PXD010120,MS:1000449,,,MOD:00425|MOD:00397
PXD008783,MS:1001911,,,PRIDE:0000398
PXD010142,MS:1001911,PRIDE:0000437|PRIDE:0000322|PRIDE:0000435,,UNIMOD:28|UNIMOD:385|UNIMOD:27|UNIMOD:4|UNIMOD:35|UNIMOD:1
PXD010143,MS:1001911,,,PRIDE:0000398
PXD010150,MS:1002732,,,UNIMOD:4|UNIMOD:35
PXD010074,MS:1001742,,,UNIMOD:35
PXD010101,MS:1001911,PRIDE:0000315,,MOD:00425
PXD010002,MS:1002416,PRIDE:0000312,,MOD:00397|MOD:00033
PXD009700,MS:1002416|MS:1000556|MS:1001911,PRIDE:0000425,,MOD:00425|MOD:01060|MOD:00408
PXD009978,MS:1002732,PRIDE:0000314,,UNIMOD:|UNIMOD:4|UNIMOD:35
PXD010097,MS:1001911,PRIDE:0000425,,MOD:00425|MOD:01160|MOD:00394|MOD:00397
PXD010071,MS:1001911,,,UNIMOD:-1|UNIMOD:7|UNIMOD:4|UNIMOD:35|UNIMOD:1
PXD010078,MS:1001910|MS:1001782,,,MOD:00394|MOD:00397
PXD009998,MS:1001911,PRIDE:0000312,,MOD:00397
PXD010080,MS:1001910|MS:1001911,,,MOD:00425|MOD:00397
PXD010086,MS:1000201,PRIDE:0000440,,MOD:00423
PXD010004,MS:1001910,,,MOD:00397
PXD010011,MS:1000556,PRIDE:0000312,,MOD:00935|MOD:00397
PXD010027,MS:1001911,PRIDE:0000315,,MOD:00425|MOD:00394|MOD:00397
PXD009096,MS:1001911,,,UNIMOD:4
PXD009997,MS:1002417|MS:1001911,PRIDE:0000425,,MOD:00425|MOD:00397|MOD:00408
PXD014607,MS:1002732,,,UNIMOD:4
PXD010096,MS:1000449,,,MOD:00394
PXD010099,MS:1001911,PRIDE:0000323,,PRIDE:0000398
PXD010112,MS:1001911,PRIDE:0000425|PRIDE:0000436,,MOD:00425|MOD:00696|MOD:00394|MOD:00397
PXD010088,MS:1001911,PRIDE:0000315,,MOD:00425|MOD:00696|MOD:00397
PXD010041,MS:1001910|MS:1001766,,,MOD:00397
PXD010090,MS:1000449,PRIDE:0000436|PRIDE:0000435,,UNIMOD:4|UNIMOD:35
PXD010124,MS:1001910,,,PRIDE:0000398
PXD010130,MS:1001910,,,PRIDE:0000398
PXD010134,MS:1001911,,,PRIDE:0000398
PXD009969,MS:1002417,PRIDE:0000314,,MOD:01720|MOD:00397|MOD:00400
PXD010031,MS:1001911,PRIDE:0000435,,MOD:00425|MOD:00394|MOD:00397
PXD010023,MS:1002416,PRIDE:0000441,,MOD:00425|MOD:00696|MOD:00394
PXD010034,MS:1001742,,,PRIDE:0000398
PXD010042,MS:1001911,,,UNIMOD:7|UNIMOD:4|UNIMOD:35
PXD010032,MS:1001911,PRIDE:0000315,,MOD:00696
PXD010036,MS:1001782,,,MOD:00397
PXD010067,MS:1001482,,,MOD:00397
PXD010085,MS:1001911,PRIDE:0000425,,MOD:00425|MOD:00394|MOD:00397|MOD:00400
PXD006785,MS:1001911,PRIDE:0000436,,MOD:00425|MOD:00397
PXD010087,MS:1000932,PRIDE:0000447,,MOD:00397
PXD010125,MS:1001911,,,MOD:01549
PXD010152,MS:1000449,,,MOD:00806|MOD:00805
PXD010500,MS:1001911,PRIDE:0000069,,MOD:00425|MOD:00696|MOD:00397
PXD010075,MS:1001911,PRIDE:0000312,,MOD:00425|MOD:00397
PXD010083,MS:1001482,,,PRIDE:0000398
PXD010094,MS:1001910,,,MOD:00397
PXD010155,MS:1000449,PRIDE:0000314,,MOD:01720|MOD:00425|MOD:00397
PXD010156,MS:1000126,,,PRIDE:0000398
PXD010092,MS:1001541,PRIDE:0000436,,MOD:00425|MOD:00397
PXD010093,MS:1001911,,,MOD:00425|MOD:00394|MOD:00397
PXD010098,MS:1001911,PRIDE:0000425|PRIDE:0000323,,PRIDE:0000398
PXD010132,MS:1001911,,,MOD:00425|MOD:00397
PXD010133,MS:1001911,PRIDE:0000312,,PRIDE:0000398
PXD010135,MS:1001911,,,PRIDE:0000398
PXD010060,MS:1001555,,,MOD:00425|MOD:00397
PXD010061,MS:1001911,PRIDE:0000315,,MOD:00425|MOD:00394|MOD:00397
PXD010100,MS:1001911,,,MOD:00425
PXD006311,MS:1001742,,,UNIMOD:4|UNIMOD:35
PXD010000,MS:1001911,,,UNIMOD:35
PXD010104,MS:1000932,PRIDE:0000425,,UNIMOD:7|UNIMOD:4|UNIMOD:35|UNIMOD:1
PXD010069,MS:1001549,,,PRIDE:0000398
PXD009994,MS:1001911,PRIDE:0000315,,MOD:00394
PXD010157,MS:1001911,PRIDE:0000312,,MOD:00425|MOD:00397
PXD010003,MS:1001910,,,MOD:00397
PXD010007,MS:1001910|MS:1001911,,,MOD:00696
PXD009995,MS:1001911,PRIDE:0000425|PRIDE:0000436,,MOD:00425|MOD:00696|MOD:00394|MOD:00397
PXD010145,MS:1001911,PRIDE:0000436,,UNIMOD:21|UNIMOD:4|UNIMOD:35
PXD010159,MS:1001911,,,MOD:00397
PXD010018,MS:1000632,PRIDE:0000451,,UNIMOD:7|UNIMOD:4|UNIMOD:35
PXD010024,MS:1001911,,,PRIDE:0000398
PXD010062,MS:1000932,PRIDE:0000313,,MOD:01885
PXD010114,MS:1002634,PRIDE:0000425,,MOD:00425|MOD:00394|MOD:00397
PXD010115,MS:1001911,PRIDE:0000425,,UNIMOD:4|UNIMOD:35
PXD010117,MS:1002416,PRIDE:0000425,,MOD:00425|MOD:00394|MOD:00397|MOD:00400
PXD009983,MS:1001911,,,UNIMOD:4|UNIMOD:35
PXD010137,MS:1000932,,,MOD:01549
PXD010138,MS:1001911,PRIDE:0000441,,MOD:00425|MOD:00397
PXD010160,MS:1001911,PRIDE:0000425,,MOD:00696|MOD:00394|MOD:00397
PXD010103,MS:1001911,,,MOD:00425|MOD:00397
PXD010118,MS:1002732,,,MOD:00425|MOD:00394|MOD:00397
PXD010121,MS:1001910|MS:1001911,PRIDE:0000322|PRIDE:0000435,,MOD:00425|MOD:00397
PXD010122,MS:1001910,,,PRIDE:0000398
PXD009975,MS:1002732,PRIDE:0000323,,MOD:00425|MOD:00394|MOD:01885
PXD010073,MS:1001911,PRIDE:0000436,,MOD:00425|MOD:00696|MOD:00397|MOD:00400
PXD010006,MS:1001911,PRIDE:0000314,,MOD:00696
PXD009981,MS:1002416,,,MOD:00425|MOD:00696|MOD:00397
PXD009982,MS:1000449|MS:1001742,PRIDE:0000440,,UNIMOD:7|UNIMOD:4|UNIMOD:35|UNIMOD:1
PXD010123,MS:1001910,,,PRIDE:0000398
PXD010173,MS:1001910,,,MOD:00425|MOD:00806|MOD:00394|MOD:00805|MOD:00397|MOD:00400
PXD010303,MS:1002416,PRIDE:0000439,,MOD:00397
PXD010292,MS:1001910,PRIDE:0000440|PRIDE:0000435,,UNIMOD:28|UNIMOD:385|UNIMOD:21|UNIMOD:4|UNIMOD:35|UNIMOD:1
PXD010312,MS:1000449,PRIDE:0000435,,PRIDE:0000398
PXD010250,MS:1000632,PRIDE:0000122,,UNIMOD:7|UNIMOD:4|UNIMOD:35
PXD010162,MS:1000449|MS:1001911,PRIDE:0000440|PRIDE:0000314,,MOD:01720|MOD:00425|MOD:00696|MOD:00394|MOD:00397|MOD:00400
PXD012274,MS:1001910,PRIDE:0000425,,PRIDE:0000398
PXD010169,MS:1001742,,,MOD:00429|MOD:00394|MOD:00927|MOD:00397|MOD:00400
PXD010200,MS:1001742,,,MOD:00425|MOD:00417|MOD:00400
PXD010181,MS:1001742,PRIDE:0000314,,PRIDE:0000398
PXD010255,MS:1002732,PRIDE:0000425|PRIDE:0000323,,PRIDE:0000398
PXD010326,MS:1001911,,,PRIDE:0000398
PXD010197,MS:1002416,,,PRIDE:0000398
PXD010168,MS:1001911,,,PRIDE:0000398
PXD010178,MS:1001536,,,PRIDE:0000398
PXD010207,MS:1000449,PRIDE:0000314,,MOD:01720|MOD:00425|MOD:00397
PXD010164,MS:1001911,PRIDE:0000314,,MOD:01720|MOD:00394|MOD:00935|MOD:00397
PXD010180,MS:1001911,,,MOD:00425|MOD:00394|MOD:00397
PXD010212,MS:1001911,,,MOD:00425|MOD:00696|MOD:00397
PXD010238,MS:1000555,PRIDE:0000435,,UNIMOD:28|UNIMOD:6|UNIMOD:27|UNIMOD:4|UNIMOD:35|UNIMOD:1
PXD010244,MS:1001910,,,MOD:00397
PXD010329,MS:1002877|MS:1002523,PRIDE:0000263,,PRIDE:0000398
PXD010167,MS:1000932,,,MOD:00696|MOD:00394
PXD010216,MS:1001911,PRIDE:0000313,,MOD:01549
PXD010223,MS:1001911,PRIDE:0000315,,PRIDE:0000398
PXD010226,MS:1001742,PRIDE:0000436,,UNIMOD:4|UNIMOD:35
PXD010242,MS:1002416|MS:1001911,PRIDE:0000314,,MOD:00425|MOD:00696|MOD:00397
PXD010341,MS:1002634,,,MOD:00397
PXD010188,MS:1001911,PRIDE:0000313,,MOD:01549
PXD010217,MS:1001911,PRIDE:0000440,,UNIMOD:4|UNIMOD:35
PXD010228,MS:1001482,,,MOD:00397
PXD010248,MS:1001911,PRIDE:0000437,,PRIDE:0000398
PXD010191,MS:1000932,PRIDE:0000436,,MOD:00425|MOD:00394|MOD:00397
PXD006770,MS:1001911,PRIDE:0000312|PRIDE:0000210,,MOD:00425|MOD:00397
PXD010201,MS:1001742,,,MOD:00483|MOD:00719
PXD010245,MS:1001911,PRIDE:0000312,,PRIDE:0000398
PXD010246,MS:1001911,PRIDE:0000425|PRIDE:0000436,,MOD:00425|MOD:00696|MOD:00397
PXD010185,MS:1001555,,,MOD:00425|MOD:00397
PXD010249,MS:1001911,PRIDE:0000437,,PRIDE:0000398
PXD010192,MS:1000122,PRIDE:0000425,,PRIDE:0000398
PXD010221,MS:1001910|MS:1002416,PRIDE:0000315,,MOD:00425|MOD:00397
PXD010586,MS:1001536,,,PRIDE:0000398
PXD010269,MS:1001911,PRIDE:0000425,,MOD:00425|MOD:00394|MOD:00397
PXD010277,MS:1001911,,,MOD:00425|MOD:00397
PXD010281,MS:1001742,,,PRIDE:0000398
PXD010271,MS:1001742|MS:1001911,,,UNIMOD:4|UNIMOD:35
PXD010314,MS:1001911,,,MOD:00397
PXD011411,MS:1001911,PRIDE:0000436,,MOD:00425|MOD:00398|MOD:00460
PXD013216,MS:1002523,,,MOD:00696
PXD010231,MS:1001911,,,MOD:00397
PXD010224,MS:1000449,PRIDE:0000314,,PRIDE:0000398
PXD010435,MS:1001910,PRIDE:0000312,,MOD:00425|MOD:00394|MOD:00397
PXD010239,MS:1002666,,,PRIDE:0000398
PXD010294,MS:1002417,PRIDE:0000425,,MOD:00425|MOD:00696|MOD:00394
PXD010316,MS:1002416,,,MOD:00397
PXD010352,MS:1001911,,,MOD:00425
PXD010307,MS:1001911,,,MOD:00425|MOD:00397
PXD010324,MS:1001911,PRIDE:0000436,,MOD:00425|MOD:00696|MOD:00394|MOD:00397
PXD010354,MS:1001911,PRIDE:0000314,,MOD:00394
PXD004657,MS:1000447|MS:1000448|MS:1001742,,,MOD:00696|MOD:00397
PXD010252,MS:1001910,PRIDE:0000312,,UNIMOD:|UNIMOD:4|UNIMOD:35
PXD010308,MS:1001911,,,MOD:00725
PXD010332,MS:1001911,,,MOD:00394
PXD010357,MS:1001911,PRIDE:0000323,,UNIMOD:4|UNIMOD:35
PXD010340,MS:1001911,,,MOD:01720|MOD:00425|MOD:00394|MOD:00397
PXD010274,MS:1002732,,,MOD:00425|MOD:00397|MOD:00400
PXD010313,MS:1001742,PRIDE:0000436,,MOD:00425|MOD:00040|MOD:00420|MOD:00397
PXD010315,MS:1000932,,,UNIMOD:7|UNIMOD:4|UNIMOD:35
PXD010330,MS:1000932,PRIDE:0000447,,MOD:00417
PXD010333,MS:1002732,,,UNIMOD:21|UNIMOD:4|UNIMOD:35
PXD010356,MS:1001742,,,PRIDE:0000398
PXD010359,MS:1002523,PRIDE:0000312,,MOD:00719|MOD:00397|MOD:00408
PXD001853,MS:1001742,PRIDE:0000315,,MOD:00696
PXD010186,MS:1001911,,,PRIDE:0000398
PXD010209,MS:1001742,,,MOD:00425|MOD:00696|MOD:01160|MOD:00394|MOD:00397
PXD010165,MS:1000447,,,PRIDE:0000398
PXD010210,MS:1002732,,,MOD:00425|MOD:00397
PXD010222,MS:1001911,,,PRIDE:0000398
PXD010237,MS:1001911,,,PRIDE:0000398
PXD010265,MS:1002732|MS:1001911,PRIDE:0000313|PRIDE:0000314,,MOD:00425|MOD:00696|MOD:00397
PXD010286,MS:1002732,,,PRIDE:0000398
PXD010290,MS:1001911,PRIDE:0000314,,MOD:00397
PXD010176,MS:1000449,PRIDE:0000312,,MOD:00696|MOD:00394|MOD:00492
PXD010261,MS:1000932,PRIDE:0000313,,MOD:00425|MOD:01549|MOD:00394|MOD:01153
PXD010273,MS:1001782,,,MOD:00425|MOD:00397
PXD007630,MS:1001911,,,MOD:00394
PXD010279,MS:1001742,,,PRIDE:0000398
PXD010284,MS:1002732,,,PRIDE:0000398
PXD007648,MS:1002523,PRIDE:0000425,,UNIMOD:5|UNIMOD:4|UNIMOD:35|UNIMOD:1
PXD010336,MS:1001910,,,UNIMOD:0|UNIMOD:199|UNIMOD:36|UNIMOD:4
PXD010260,MS:1002523,PRIDE:0000425,,MOD:00397
PXD010256,MS:1000932,PRIDE:0000440,,MOD:00425|MOD:00397
PXD010232,MS:1000658,,,MOD:00425|MOD:00397
PXD010285,MS:1002732,,,MOD:00425|MOD:00397
PXD010304,MS:1001542|MS:1002667,PRIDE:0000425|PRIDE:0000436,,MOD:00425|MOD:00397
PXD010202,MS:1001911,,,PRIDE:0000398
PXD010430,MS:1001742,PRIDE:0000312,,UNIMOD:303|UNIMOD:7|UNIMOD:4|UNIMOD:35
PXD010230,MS:1000475,PRIDE:0000318,,UNIMOD:258|UNIMOD:193
PXD010427,MS:1000698,,,MOD:00397
PXD010514,MS:1001782,,,MOD:00425|MOD:00397
PXD010495,MS:1000932,PRIDE:0000322,,UNIMOD:39|UNIMOD:28|UNIMOD:27|UNIMOD:35|UNIMOD:1
PXD010449,MS:1001911,PRIDE:0000323,,PRIDE:0000398
PXD010515,MS:1002416,PRIDE:0000436,,UNIMOD:4|UNIMOD:35
PXD010410,MS:1001910,,,MOD:00397
PXD012563,MS:1000556,PRIDE:0000435,,MOD:00425
PXD012277,MS:1001911,PRIDE:0000425,,PRIDE:0000398
PXD010405,MS:1000449,,,MOD:01720|MOD:00394|MOD:00397
PXD010409,MS:1000449,,,MOD:01720|MOD:00394|MOD:00397
PXD010412,MS:1001911,PRIDE:0000314,,MOD:01720|MOD:00425|MOD:00696|MOD:00397
PXD007253,MS:1001910,PRIDE:0000315,,PRIDE:0000398
PXD010375,MS:1002634,PRIDE:0000314,,PRIDE:0000398
PXD010376,MS:1001911,PRIDE:0000312,,MOD:01892
PXD008794,MS:1001742,,,MOD:00397
PXD010406,MS:1001911,,,MOD:01720|MOD:00394|MOD:00397
PXD010487,MS:1001742,PRIDE:0000435,,
PXD010526,MS:1001911,,,MOD:00425|MOD:00397
PXD010420,MS:1002732,PRIDE:0000314,,MOD:01720|MOD:00397
PXD010408,MS:1001911,,,MOD:01720|MOD:00394|MOD:00397
PXD010444,MS:1000447,,,UNIMOD:4|UNIMOD:35
PXD010438,MS:1001911,,,MOD:00696|MOD:00397
PXD010401,MS:1002416,PRIDE:0000314,,
PXD010402,MS:1001910,PRIDE:0000315,,UNIMOD:
PXD010421,MS:1001910,PRIDE:0000436,,MOD:00425|MOD:00696|MOD:00428|MOD:00397|MOD:00400
PXD010428,MS:1002732,PRIDE:0000314,,MOD:01720|MOD:00397
PXD010436,MS:1000449,PRIDE:0000436,,UNIMOD:4|UNIMOD:35
PXD010439,MS:1001911,,,MOD:00425|MOD:00397|MOD:00400
PXD010440,MS:1001911,PRIDE:0000425,,MOD:00425|MOD:00696|MOD:00397|MOD:00400
PXD010398,MS:1001742,PRIDE:0000314,,MOD:01720
PXD010418,MS:1002732,PRIDE:0000314,,MOD:01720|MOD:00397
PXD010461,MS:1001910,PRIDE:0000312,,MOD:00425|MOD:00394|MOD:00397
PXD010395,MS:1000447,PRIDE:0000436,,MOD:00397
PXD010416,MS:1002732,PRIDE:0000314,,MOD:01720|MOD:00397
PXD010417,MS:1002732,PRIDE:0000314,,MOD:01720|MOD:00397
PXD010433,MS:1000447,PRIDE:0000439,,PRIDE:0000398
PXD010450,MS:1000556,,,PRIDE:0000398
PXD010477,MS:1001742,PRIDE:0000436,,MOD:00425
PXD010424,MS:1001911,PRIDE:0000323,,MOD:00394|MOD:00599
PXD010426,MS:1000932,PRIDE:0000438,,PRIDE:0000398
PXD010451,MS:1001910,,,PRIDE:0000398
PXD010452,MS:1001911,PRIDE:0000314,,MOD:00425|MOD:00696|MOD:00397
PXD010429,MS:1001911,PRIDE:0000314,,UNIMOD:737|UNIMOD:4|UNIMOD:35
PXD010445,MS:1002732|MS:1001911,PRIDE:0000315,,MOD:00394
PXD010478,MS:1001742,PRIDE:0000323,,MOD:00397|MOD:00400|MOD:00492
PXD010460,MS:1001742,PRIDE:0000425,,PRIDE:0000398
PXD010479,MS:1001910,,,MOD:00397
PXD010480,MS:1001742,,,UNIMOD:21|UNIMOD:4|UNIMOD:35|UNIMOD:1
PXD010490,MS:1001742,,,PRIDE:0000398
