ProjectAccession,Instrument,Quantification Method,Software,PTM
PXD010361,MS:1001911,PRIDE:0000315,,PRIDE:0000398
PXD010393,MS:1001911,,,PRIDE:0000398
PXD010151,MS:1001910,PRIDE:0000312,,MOD:00425|MOD:00394|MOD:00397
PXD010362,MS:1001910,PRIDE:0000440|PRIDE:0000435,,UNIMOD:385|UNIMOD:21|UNIMOD:23|UNIMOD:4|UNIMOD:35|UNIMOD:1
PXD010483,MS:1001910,,,MOD:00397
PXD010481,MS:1000449,,,MOD:00425|MOD:00397
PXD010498,MS:1000932|MS:1001910,,,MOD:00425|MOD:00397
PXD010518,MS:1001742,PRIDE:0000440,,UNIMOD:21|UNIMOD:7|UNIMOD:4|UNIMOD:35
PXD010510,MS:1001911,,,MOD:00544
PXD010512,MS:1002416|MS:1001742|MS:1001911,,,PRIDE:0000398
PXD010513,MS:1001911,PRIDE:0000312,,PRIDE:0000398
PXD010520,MS:1001911,PRIDE:0000315,,PRIDE:0000398
PXD010528,MS:1001911,PRIDE:0000425,,MOD:00397
PXD010530,MS:1001911,,,PRIDE:0000398
PXD010540,MS:1001911,,,PRIDE:0000398
PXD010516,MS:1001911,,,PRIDE:0000398
PXD010505,MS:1001742,,,MOD:00425
PXD010379,MS:1001541,,,PRIDE:0000398
PXD010558,MS:1001911,,,MOD:00394
PXD010525,MS:1001782,,,MOD:00425|MOD:00397
PXD010527,MS:1001911,PRIDE:0000312,,PRIDE:0000398
PXD010386,MS:1001910,PRIDE:0000314,,PRIDE:0000398
PXD010364,MS:1002523,PRIDE:0000314,,MOD:00425
PXD010545,MS:1001911,PRIDE:0000436,,PRIDE:0000398
PXD010538,MS:1001911,PRIDE:0000312,,MOD:01090
PXD010549,MS:1001911,,,UNIMOD:7|UNIMOD:4|UNIMOD:35
PXD011892,MS:1001910,,,PRIDE:0000398
PXD008012,MS:1001910,PRIDE:0000425,,MOD:00696
PXD010519,MS:1001541,,,PRIDE:0000398
PXD010199,MS:1001911,PRIDE:0000323,,MOD:00394|MOD:01213|MOD:00397
PXD010553,MS:1001911,,,MOD:01720
PXD010532,MS:1001911,PRIDE:0000314,,PRIDE:0000398
PXD010369,MS:1001911,,,MOD:00425|MOD:00394|MOD:00397
PXD010371,MS:1001911,PRIDE:0000436,,MOD:00425|MOD:00397
PXD010385,MS:1001910,,,MOD:00397
PXD010559,MS:1002732,PRIDE:0000425,,MOD:00425|MOD:00394|MOD:00397
PXD010306,MS:1000447,,,PRIDE:0000398
PXD010381,MS:1000932,PRIDE:0000313,,MOD:01549
PXD010384,MS:1001910,,,MOD:00397
PXD010568,MS:1002732,PRIDE:0000314,,MOD:01720|MOD:00397
PXD010570,MS:1001742|MS:1001911,PRIDE:0000436,,UNIMOD:385|UNIMOD:21|UNIMOD:23|UNIMOD:4|UNIMOD:35|UNIMOD:1
PXD010389,MS:1001911,PRIDE:0000312,,MOD:00425|MOD:00397
PXD010511,MS:1001742,,,MOD:00696
PXD010571,MS:1001742,PRIDE:0000314,,MOD:01720|MOD:00425|MOD:00397|MOD:00400
PXD010372,MS:1001911,PRIDE:0000425,,PRIDE:0000398
PXD010367,MS:1001742,,,MOD:00425|MOD:01160|MOD:00394|MOD:00397|MOD:00704
PXD010609,MS:1001911,,,MOD:00397
PXD009839,MS:1001911,,,MOD:00425|MOD:00394|MOD:00397|MOD:00400
PXD010672,MS:1001911,,,PRIDE:0000398
PXD010590,MS:1000447,,,PRIDE:0000398
PXD010669,MS:1000932,,,
PXD010647,MS:1001911,PRIDE:0000314,,MOD:00425|MOD:00397|MOD:00400
PXD008127,MS:1001911,PRIDE:0000312,,MOD:00425|MOD:00394|MOD:00397
PXD010594,MS:1002417,PRIDE:0000314,,MOD:00425|MOD:00397
PXD010582,MS:1001541,,,MOD:00394
PXD010584,MS:1001541,,,MOD:00394
PXD010595,MS:1002417,,,PRIDE:0000398
PXD010658,MS:1000932,PRIDE:0000425,,MOD:00397
PXD011665,MS:1001911,PRIDE:0000425,,MOD:00425|MOD:00394|MOD:00397
PXD010725,MS:1001541,,,UNIMOD:21|UNIMOD:7|UNIMOD:35
PXD010679,MS:1001541,,,MOD:00425|MOD:00394|MOD:00397
PXD010688,MS:1002533,PRIDE:0000447,,PRIDE:0000398
PXD009451,MS:1002523|MS:1001911,PRIDE:0000425,,MOD:00425|MOD:00417|MOD:00400
PXD010583,MS:1001541,,,MOD:00394
PXD011022,MS:1001911,PRIDE:0000314,,PRIDE:0000398
PXD010589,MS:1002732|MS:1001911,PRIDE:0000436,,UNIMOD:385|UNIMOD:21|UNIMOD:23|UNIMOD:4|UNIMOD:35|UNIMOD:1
PXD010863,MS:1002732,PRIDE:0000447,,MOD:00425|MOD:00696|MOD:00397
PXD010692,MS:1000189,PRIDE:0000436,,MOD:278
PXD010588,MS:1000449,,,MOD:00425
PXD010618,MS:1000556,,,MOD:00425|MOD:00397
PXD010596,MS:1001541,,,MOD:00394
PXD010628,MS:1002732,PRIDE:0000314,,MOD:01720|MOD:00425|MOD:00397
PXD010533,MS:1000449|MS:1001911,,,PRIDE:0000398
PXD010600,MS:1001911,,,MOD:00894|UNIMOD:4|UNIMOD:35|UNIMOD:1
PXD008106,MS:1002732|MS:1001911,PRIDE:0000425|PRIDE:0000323,,PRIDE:0000398
PXD010603,MS:1002732,,,PRIDE:0000398
PXD010621,MS:1001911,,,MOD:00696
PXD007048,MS:1001742,,,PRIDE:0000398
PXD008624,MS:1002732,PRIDE:0000314,,MOD:01720|MOD:00425|MOD:00394|MOD:00397|MOD:00400|MOD:01149|MOD:00492
PXD010625,MS:1002732,,,PRIDE:0000398
PXD010629,MS:1001911,,,MOD:00425|MOD:00397
PXD010601,MS:1000449,PRIDE:0000323,,PRIDE:0000398
PXD010695,MS:1002416,,,PRIDE:0000398
PXD010691,MS:1001782,,,MOD:00425|MOD:00397
PXD010670,MS:1002416,PRIDE:0000436,,PRIDE:0000398
PXD010671,MS:1001911,PRIDE:0000315,,MOD:00544|MOD:00397
PXD010630,MS:1002732,,,MOD:00425|MOD:00394|MOD:00397|MOD:00400
PXD010632,MS:1001742,PRIDE:0000315,,MOD:00544
PXD010644,MS:1001911,,,MOD:00110
PXD010675,MS:1001911,PRIDE:0000425,,MOD:00425|MOD:00696|MOD:00394|MOD:00397
PXD010627,MS:1001911,,,PRIDE:0000398
PXD010698,MS:1001911,,,MOD:00894|UNIMOD:4|UNIMOD:35
PXD011658,MS:1000652,,,MOD:00425|MOD:00397
PXD010676,MS:1001911,,,MOD:00425|MOD:00696|MOD:00397
PXD010744,MS:1002732,PRIDE:0000314,,MOD:00397
PXD010634,MS:1001911,PRIDE:0000314,,MOD:00438
PXD010708,MS:1001911,,,UNIMOD:4|UNIMOD:35
PXD010690,MS:1001911,,,UNIMOD:4|UNIMOD:35
PXD010753,MS:1001742,PRIDE:0000313,,MOD:00425|MOD:00397|MOD:01499
PXD010757,MS:1000449,,,MOD:00425|MOD:00397
PXD010045,MS:1001910,PRIDE:0000314,,MOD:01720
PXD010660,MS:1001911,PRIDE:0000315,,PRIDE:0000398
PXD010710,MS:1001911,PRIDE:0000314,,MOD:01720|MOD:00425|MOD:00696|MOD:00394|MOD:00397
PXD010705,MS:1001911,,,MOD:00425|MOD:00397
PXD010762,MS:1001911,PRIDE:0000312,,MOD:00425
PXD010102,MS:1001910,PRIDE:0000312,,MOD:00696|MOD:00394|MOD:00083|MOD:01398|MOD:00084|MOD:00599
PXD010747,MS:1000932,PRIDE:0000447,,MOD:00397
PXD010699,MS:1001742,PRIDE:0000435,,UNIMOD:259|UNIMOD:24|UNIMOD:267|UNIMOD:4|UNIMOD:35|UNIMOD:1
PXD010759,MS:1002523,,,MOD:00425|MOD:00397
PXD010760,MS:1000121,PRIDE:0000425,,MOD:00425|MOD:00394|MOD:00400
PXD010730,MS:1001911,PRIDE:0000437,,MOD:00397
PXD010750,MS:1001910,PRIDE:0000312,,MOD:00425|MOD:00394|MOD:00397
PXD010770,MS:1001782,PRIDE:0000436|PRIDE:0000435,,UNIMOD:4|UNIMOD:35
PXD010768,MS:1000449,PRIDE:0000312,,MOD:00425|MOD:00394|MOD:00397|MOD:00400
PXD009321,MS:1001911,,,PRIDE:0000398
PXD010737,MS:1001742,PRIDE:0000436,,UNIMOD:21|UNIMOD:7|UNIMOD:4|UNIMOD:35
PXD010739,MS:1000449,PRIDE:0000313,,MOD:01549
PXD010746,MS:1001911,PRIDE:0000312,,MOD:00425
PXD008788,MS:1000932,,,PRIDE:0000398
PXD010756,MS:1001911,PRIDE:0000425,,MOD:00425|MOD:00394|MOD:00397
PXD010743,MS:1000932,,,MOD:00425|MOD:00400
PXD010604,MS:1000932,PRIDE:0000314,,MOD:00394
PXD010713,MS:1001911,PRIDE:0000437,,UNIMOD:4|UNIMOD:35
PXD010714,MS:1002732|MS:1001911,PRIDE:0000425,,MOD:00725
PXD010606,MS:1000449,PRIDE:0000314,,MOD:00425|MOD:00397
PXD010622,MS:1000449|MS:1001911,,,MOD:00425|MOD:00397|MOD:00434|MOD:00736
PXD011616,MS:1001911,,,MOD:00425|MOD:00394|MOD:00397
PXD011618,MS:1001911,,,UNIMOD:0|UNIMOD:4|UNIMOD:35|UNIMOD:1
PXD010623,MS:1000932,PRIDE:0000313,,MOD:01549
PXD010626,MS:1000449,PRIDE:0000323,,PRIDE:0000398
PXD010641,MS:1001911,,,UNIMOD:7|UNIMOD:35|UNIMOD:1
PXD010664,MS:1001911,PRIDE:0000314,,PRIDE:0000398
PXD010659,MS:1000449,,,UNIMOD:3|UNIMOD:523|UNIMOD:4|UNIMOD:35
PXD010637,MS:1001910|MS:1001911,PRIDE:0000440,,MOD:00425|MOD:00397
PXD010640,MS:1001742,PRIDE:0000425,,MOD:00425|MOD:00397
PXD010643,MS:1000449,PRIDE:0000312,,PRIDE:0000398
PXD010624,MS:1002523|MS:1001911,,,MOD:00397
PXD010870,MS:1001911,PRIDE:0000425,,MOD:00425
PXD010777,MS:1001911,PRIDE:0000323,,PRIDE:0000398
PXD007599,MS:1000449,,,MOD:00397
PXD010798,MS:1001910,PRIDE:0000440,,MOD:00425|MOD:00397|MOD:00400
PXD010781,MS:1002523,PRIDE:0000425,,MOD:00425|MOD:00394|MOD:00397
PXD007204,MS:1001541,PRIDE:0000425,,MOD:00397
PXD010808,MS:1002732|MS:1001910,,,MOD:00425|MOD:00696|MOD:00765|MOD:00400
PXD010836,MS:1001911,,,MOD:00425|MOD:00394|MOD:00397|MOD:00400
PXD010819,MS:1001911,PRIDE:0000436,,MOD:00425|MOD:00696|MOD:00397
PXD010827,MS:1001911,,,UNIMOD:385|UNIMOD:122|UNIMOD:21|UNIMOD:23|UNIMOD:4|UNIMOD:35|UNIMOD:1
PXD010839,MS:1001911,,,MOD:00425|MOD:00696|MOD:00394|MOD:00397|MOD:00400
PXD010840,MS:1001911,PRIDE:0000313,,MOD:00425|MOD:01153
PXD010816,MS:1001742|MS:1001911,,,UNIMOD:28|UNIMOD:24|UNIMOD:27|UNIMOD:35|UNIMOD:1
PXD010788,MS:1002523,,,MOD:00425|MOD:00397
PXD010820,MS:1001911,PRIDE:0000437,,MOD:01135
PXD010822,MS:1001911,,,MOD:00425|MOD:00483|MOD:00397
PXD010831,MS:1000449,,,MOD:00425|MOD:00397
PXD010821,MS:1002877|MS:1002416,PRIDE:0000314,,MOD:00425|MOD:00397
PXD007662,MS:1001911,,,MOD:00425|MOD:00397
PXD010838,MS:1001911,PRIDE:0000312,,MOD:00397
PXD010835,MS:1001911,PRIDE:0000276,,PRIDE:0000398
PXD010825,MS:1001541,,,MOD:00425|MOD:00696|MOD:00394|MOD:00440
PXD010828,MS:1001911,PRIDE:0000436,,PRIDE:0000398
PXD010884,MS:1000449,,,MOD:00425|MOD:00397
PXD010861,MS:1002732,PRIDE:0000314,,MOD:00425|MOD:00397
PXD010862,MS:1002732,PRIDE:0000447,,MOD:00425|MOD:00696|MOD:00397
PXD010794,MS:1001911,,,UNIMOD:35
PXD010805,MS:1002416,PRIDE:0000314,,MOD:00425|MOD:00394|MOD:00397|MOD:00400
PXD010847,MS:1000556,PRIDE:0000312|PRIDE:0000435,,MOD:00397
PXD010858,MS:1001911,PRIDE:0000425,,PRIDE:0000398
PXD010866,MS:1001782,,,MOD:00397
PXD010924,MS:1002732|MS:1002416,PRIDE:0000314,,MOD:00425|MOD:00397
PXD010929,MS:1002732,PRIDE:0000395,,MOD:00397
PXD010930,MS:1001910,PRIDE:0000436,,UNIMOD:7|UNIMOD:4|UNIMOD:35
PXD010864,MS:1002732,PRIDE:0000447,,MOD:00425|MOD:00696|MOD:00397
PXD010886,MS:1001911,,,MOD:00425|MOD:00394
PXD010850,MS:1002416,PRIDE:0000425,,PRIDE:0000398
PXD010869,MS:1000932,PRIDE:0000447,,MOD:00425|MOD:00397
PXD010956,MS:1001742,,,MOD:00397
PXD010891,MS:1001782,PRIDE:0000394,,UNIMOD:35
PXD010895,MS:1001742|MS:1002523|MS:1001911,,,MOD:00425|MOD:00397
PXD011963,MS:1001911,,,MOD:00397
PXD010865,MS:1002791,PRIDE:0000435,,MOD:00427
PXD012157,MS:1001911,PRIDE:0000315,,PRIDE:0000398
PXD010875,MS:1001911,PRIDE:0000313,,MOD:01549|MOD:01153
PXD010876,MS:1000932,,,MOD:00425|MOD:00397
PXD010877,MS:1001910,PRIDE:0000425,,PRIDE:0000398
PXD010942,MS:1001911,PRIDE:0000314,,MOD:01720|MOD:00425|MOD:00394|MOD:00397
PXD010944,MS:1000449|MS:1001911,PRIDE:0000315,,PRIDE:0000398
PXD010908,MS:1000447,,,UNIMOD:21|UNIMOD:7|UNIMOD:4|UNIMOD:35
PXD010868,MS:1001911,PRIDE:0000425,,PRIDE:0000398
PXD010883,MS:1001911,PRIDE:0000313,,MOD:01549
PXD010955,MS:1001911,PRIDE:0000313,,PRIDE:0000398
PXD010957,MS:1001911,,,PRIDE:0000398
PXD010958,MS:1001742,,,PRIDE:0000398
PXD010911,MS:1002523,PRIDE:0000323,,UNIMOD:|UNIMOD:4|UNIMOD:170|UNIMOD:35
PXD010912,MS:1000932,,,MOD:00397
PXD010885,MS:1002417,PRIDE:0000313,,MOD:00425|MOD:01549|MOD:00696|MOD:00424|MOD:00400
PXD010894,MS:1002634,PRIDE:0000314,,MOD:01720|MOD:00696|MOD:00397
PXD010849,MS:1000556,PRIDE:0000425,,MOD:00425|MOD:00394|MOD:00397
PXD010920,MS:1001541,PRIDE:0000322,,UNIMOD:4|UNIMOD:35
PXD010961,MS:1001742,PRIDE:0000312,,MOD:00425|MOD:00696|MOD:00394
PXD010962,MS:1001742,PRIDE:0000425,,MOD:00425|MOD:00397
PXD010898,MS:1001911,,,MOD:00425|MOD:00397
PXD010899,MS:1001911,PRIDE:0000314,,MOD:00425|MOD:00397
PXD010892,MS:1001910,PRIDE:0000436,,MOD:00425|MOD:00696|MOD:00397|MOD:00400
PXD010951,MS:1001911,,,UNIMOD:4|UNIMOD:35|UNIMOD:1
PXD010952,MS:1002634,,,MOD:01720
PXD010959,MS:1001742,,,MOD:00425|MOD:00394|MOD:00397
PXD010966,MS:1002523|MS:1001911,PRIDE:0000425,,MOD:00394|MOD:00397
PXD010922,MS:1002416|MS:1000449,,,PRIDE:0000398
PXD008960,MS:1000932|MS:1000449|MS:1001742|MS:1001911,PRIDE:0000313|PRIDE:0000435,,UNIMOD:28|UNIMOD:27|UNIMOD:37|UNIMOD:7|UNIMOD:985|UNIMOD:731|UNIMOD:385|UNIMOD:21|UNIMOD:40|UNIMOD:730|UNIMOD:575|UNIMOD:4|UNIMOD:35|UNIMOD:1
PXD010963,MS:1001911,PRIDE:0000435,,MOD:00425|MOD:00400
PXD010964,MS:1001911,,,MOD:00394|MOD:01957
PXD010967,MS:1000449,,,UNIMOD:4|UNIMOD:35
PXD010969,MS:1000932,,,PRIDE:0000398
PXD010878,MS:1000449,PRIDE:0000315,,PRIDE:0000398
PXD010879,MS:1001911,PRIDE:0000314,,MOD:01720|MOD:00425|MOD:00394|MOD:00397
PXD010846,MS:1002732,PRIDE:0000314,,MOD:00425|MOD:00696|MOD:00397
PXD010774,MS:1002523,PRIDE:0000425,,MOD:00425|MOD:00394|MOD:00397
PXD010787,MS:1001911,PRIDE:0000323,,UNIMOD:4|UNIMOD:35
PXD008699,MS:1001911,,,MOD:00425|MOD:00397
PXD010775,MS:1000190,,,UNIMOD:7|UNIMOD:35
PXD010811,MS:1000932,,,MOD:00425|MOD:00696|MOD:00394|MOD:00674|MOD:00400
PXD010785,MS:1002523,PRIDE:0000312,,PRIDE:0000398
PXD010939,MS:1002416|MS:1001911,PRIDE:0000314,,PRIDE:0000398
PXD010941,MS:1001911,PRIDE:0000314,,MOD:01720|MOD:00425|MOD:00394|MOD:00397
PXD010931,MS:1001910,PRIDE:0000436,,UNIMOD:7|UNIMOD:4|UNIMOD:35|UNIMOD:1
PXD010786,MS:1001911,PRIDE:0000314,,UNIMOD:21|UNIMOD:737|UNIMOD:4|UNIMOD:35
PXD010806,MS:1000449,,,UNIMOD:4|UNIMOD:35
PXD010818,MS:1002416,PRIDE:0000314,,MOD:01720|MOD:00425|MOD:00397
PXD010910,MS:1001782,PRIDE:0000323,,
PXD010945,MS:1002416,,,MOD:00674
PXD010950,MS:1000449,,,MOD:00425|MOD:00394|MOD:00397
PXD010776,MS:1001742,PRIDE:0000313,,MOD:01499
PXD010783,MS:1000449,,,MOD:00425|MOD:00397
PXD010793,MS:1001911,,,PRIDE:0000398
PXD014286,MS:1002416,PRIDE:0000425,,MOD:00425|MOD:00394|MOD:00397
PXD011149,MS:1001911,PRIDE:0000312,,UNIMOD:4|UNIMOD:35
PXD011152,MS:1001911,,,PRIDE:0000398
PXD011153,MS:1001911,PRIDE:0000440,,MOD:00425|MOD:00397
PXD011060,MS:1001782,,,PRIDE:0000398
PXD010988,MS:1001911,PRIDE:0000323,,MOD:00397
PXD011009,MS:1002877,PRIDE:0000314,,PRIDE:0000398
PXD010991,MS:1002416,PRIDE:0000314,,UNIMOD:21|UNIMOD:737|UNIMOD:7|UNIMOD:4|UNIMOD:35|UNIMOD:1
PXD011010,MS:1000122,PRIDE:0000316,,PRIDE:0000398
PXD010970,MS:1001911,PRIDE:0000314,,MOD:00696
PXD010978,MS:1001541,,,MOD:00425|MOD:00394|MOD:00397
PXD010990,MS:1000449,,,PRIDE:0000398
PXD011035,MS:1001911,,,MOD:00696
PXD011036,MS:1002732,PRIDE:0000312,,MOD:00425|MOD:00397
PXD011070,MS:1001742,,,UNIMOD:28|UNIMOD:385|UNIMOD:27|UNIMOD:4|UNIMOD:35|UNIMOD:1
PXD011038,MS:1001742,,,PRIDE:0000398
PXD011102,MS:1000932,PRIDE:0000447,,PRIDE:0000398
PXD011019,MS:1001911,,,PRIDE:0000398
PXD011029,MS:1001742,PRIDE:0000437,,UNIMOD:4|UNIMOD:35|UNIMOD:1
PXD010974,MS:1001742,PRIDE:0000314,,MOD:01720|MOD:00425|MOD:00397|MOD:00400
PXD010984,MS:1001911,PRIDE:0000314,,PRIDE:0000398
PXD010982,MS:1001911,,,MOD:00425|MOD:00397|MOD:00400
PXD010995,MS:1000449|MS:1001742,,,UNIMOD:5|UNIMOD:4|UNIMOD:35
PXD011302,MS:1001910|MS:1002634,PRIDE:0000425,,PRIDE:0000398
PXD010981,MS:1001911,PRIDE:0000425|MS:1001834,,UNIMOD:4|UNIMOD:35
PXD011042,MS:1001911,PRIDE:0000310,,UNIMOD:28|UNIMOD:7|UNIMOD:4
PXD011055,MS:1001911,,,MOD:00425|MOD:00397
PXD010986,MS:1001911,PRIDE:0000323,,UNIMOD:4|UNIMOD:35
PXD011059,MS:1000189,PRIDE:0000440,,MOD:00397
PXD011069,MS:1001742,,,MOD:00425|MOD:00397
PXD011041,MS:1001911,PRIDE:0000323,,MOD:00425|MOD:00397
PXD011051,MS:1001910,PRIDE:0000436,,MOD:00911|MOD:00910
PXD010993,MS:1000932,PRIDE:0000447,,MOD:00397
PXD010998,MS:1001911,,,MOD:00425|MOD:00394|MOD:00397
PXD010999,MS:1001911,PRIDE:0000312,,MOD:00394
PXD010927,MS:1001911,,,MOD:01720|MOD:00425|MOD:00397
PXD011092,MS:1001910,,,PRIDE:0000398
PXD011000,MS:1001911,PRIDE:0000436,,MOD:00425|MOD:00397
PXD011071,MS:1002732|MS:1001911,PRIDE:0000315,,MOD:00696|MOD:00394
PXD011002,MS:1002732,PRIDE:0000323,,MOD:00425|MOD:00394|MOD:00397
PXD011056,MS:1000932,PRIDE:0000447,,PRIDE:0000398
PXD011084,MS:1001911,,,MOD:00696|MOD:00394
PXD011121,MS:1002732,,,MOD:00425|MOD:00397
PXD011123,MS:1002416,,,UNIMOD:108|UNIMOD:35
PXD011063,MS:1001911,,,MOD:00425|MOD:00397
PXD011081,MS:1001742,PRIDE:0000440,,UNIMOD:4|UNIMOD:35
PXD011118,MS:1002732,,,MOD:00397|MOD:01727
PXD011045,MS:1002417,,,MOD:01135|MOD:00425|MOD:00397|MOD:01673
PXD011095,MS:1002416,PRIDE:0000314,,MOD:01720|MOD:00425|MOD:00397
PXD011096,MS:1001911,PRIDE:0000435,,PRIDE:0000398
PXD011125,MS:1002417,PRIDE:0000425,,MOD:00425|MOD:00394|MOD:00000|MOD:00397
PXD011085,MS:1001910|MS:1001911,PRIDE:0000314,,PRIDE:0000398
PXD010987,MS:1002783,,,MOD:00425|MOD:00397
PXD011104,MS:1000201|MS:1001548,,,PRIDE:0000398
PXD011105,MS:1001742,,,MOD:00425|MOD:00394|MOD:00397
PXD012478,MS:1000932,,,MOD:00397
PXD011106,MS:1002416,PRIDE:0000314,,MOD:01720|MOD:00425|MOD:00397
PXD011124,MS:1001911,PRIDE:0000323,,UNIMOD:21|UNIMOD:7|UNIMOD:4|UNIMOD:35
PXD011057,MS:1001911,,,MOD:00425|MOD:00397|MOD:00400
PXD011058,MS:1000932,PRIDE:0000319,,MOD:00480
PXD011093,MS:1002533,,,PRIDE:0000398
PXD011136,MS:1001911,PRIDE:0000315,,MOD:00425|MOD:00397|MOD:00400
PXD011145,MS:1002416,PRIDE:0000323,,MOD:00425|MOD:00397
PXD011132,MS:1000932,,,PRIDE:0000398
PXD011061,MS:1002732,PRIDE:0000314,,MOD:00696
PXD011064,MS:1000932,,,MOD:00399
PXD011074,MS:1000932,PRIDE:0000313,,MOD:01549
PXD011033,MS:1001911,PRIDE:0000319,,MOD:00425|MOD:00001|MOD:00394|MOD:01357|MOD:00397
PXD011126,MS:1001910,,,PRIDE:0000398
PXD011293,MS:1001911,PRIDE:0000425,,PRIDE:0000398
PXD009418,MS:1001742,,,MOD:00425|MOD:00397|MOD:00400
PXD011091,MS:1001910,,,MOD:00696|MOD:00394|MOD:00400
PXD011137,MS:1000932,,,UNIMOD:28|UNIMOD:385|UNIMOD:27|UNIMOD:7|UNIMOD:4|UNIMOD:35|UNIMOD:1
PXD011139,MS:1001911,PRIDE:0000316,,MOD:00425|MOD:00394|MOD:00397
PXD011146,MS:1001911,PRIDE:0000440|PRIDE:0000322,,MOD:00696
PXD011148,MS:1000932,PRIDE:0000447,,MOD:00397
PXD011150,MS:1001911,PRIDE:0000322,,MOD:00397
PXD010887,MS:1001742,,,PRIDE:0000398
PXD011075,MS:1001911,,,MOD:00425|MOD:00394|MOD:00397
PXD011076,MS:1001911,,,MOD:00425|MOD:00394|MOD:00397
PXD011077,MS:1002416,PRIDE:0000314,,MOD:01720|MOD:00425|MOD:00397
PXD011175,MS:1001911,PRIDE:0000312,,MOD:00696
PXD011176,MS:1001911,PRIDE:0000312,,MOD:00425|MOD:00397
PXD011177,MS:1000189,,,PRIDE:0000398
PXD011199,MS:1002783,PRIDE:0000435,,UNIMOD:|UNIMOD:4|UNIMOD:35
PXD010293,MS:1002416,,,PRIDE:0000398
PXD011195,MS:1001536|MS:1001911,PRIDE:0000425,,MOD:00425|MOD:00397
PXD011196,MS:1000449,PRIDE:0000323,,MOD:00397
PXD011201,MS:1001911,,,MOD:00425|MOD:00696|MOD:00394|MOD:01153|MOD:00400
PXD011213,MS:1000932,PRIDE:0000447,,PRIDE:0000398
PXD011164,MS:1001742,,,MOD:00696
PXD011173,MS:1001742,,,MOD:00696
PXD011200,MS:1001910,PRIDE:0000314,,MOD:00719|MOD:01060|MOD:01722|MOD:00684|MOD:01721|MOD:00685
PXD011212,MS:1002783,,,UNIMOD:385|UNIMOD:23|UNIMOD:7|UNIMOD:4|UNIMOD:35|UNIMOD:1
PXD011219,MS:1000932,,,MOD:01549
PXD011241,MS:1001910,PRIDE:0000315,,PRIDE:0000398
PXD011169,MS:1001536,PRIDE:0000425,,MOD:00425|MOD:00397
PXD011171,MS:1002732,PRIDE:0000312,,UNIMOD:4|UNIMOD:35
PXD011217,MS:1002634,PRIDE:0000314,,MOD:01720|MOD:00425|MOD:00394|MOD:00397
PXD011345,MS:1002533,PRIDE:0000313,,MOD:01549|MOD:00397
PXD011167,MS:1002732,PRIDE:0000314,,MOD:00696
PXD012526,MS:1001911,,,MOD:00425|MOD:00394
PXD011214,MS:1001742,PRIDE:0000283|PRIDE:0000113|PRIDE:0000049|PRIDE:0000178|PRIDE:0000078,,MOD:00425|MOD:00806|MOD:00737|MOD:00805|MOD:00517|MOD:01348|MOD:00516
PXD011181,MS:1001783,PRIDE:0000436,,UNIMOD:24|UNIMOD:35
PXD011204,MS:1001911,PRIDE:0000437,,UNIMOD:28|UNIMOD:385|UNIMOD:27|UNIMOD:4|UNIMOD:35|UNIMOD:1
PXD011222,MS:1001911,PRIDE:0000436,,MOD:00425|MOD:00398|MOD:00397
PXD011160,MS:1001742,,,UNIMOD:35
PXD011246,MS:1002732,PRIDE:0000425,,MOD:00425|MOD:00394|MOD:00397
PXD011209,MS:1002533,PRIDE:0000447,,MOD:00397
PXD011286,MS:1001911,PRIDE:0000314,,UNIMOD:737|UNIMOD:4|UNIMOD:35|UNIMOD:1
PXD011360,MS:1001911,,,PRIDE:0000398
PXD011290,MS:1001911,PRIDE:0000314,,MOD:00696
PXD009627,MS:1001911,PRIDE:0000425,,MOD:00425|MOD:00394|MOD:00397
PXD011154,MS:1001911,,,MOD:00425|MOD:00493|MOD:00040|MOD:00397
PXD011225,MS:1001911,,,PRIDE:0000398
PXD013818,MS:1001911,,,MOD:00425|MOD:00419|MOD:00394|MOD:00674|MOD:00400
PXD011170,MS:1000449,,,UNIMOD:21|UNIMOD:4|UNIMOD:35
PXD011230,MS:1002634,PRIDE:0000440,,MOD:00425|MOD:00394|MOD:00397
PXD011295,MS:1001911,PRIDE:0000312,,MOD:00425|MOD:00394|MOD:00397
PXD011599,MS:1001911,,,UNIMOD:4|UNIMOD:35
PXD011183,MS:1000449|MS:1001911,,,UNIMOD:4|UNIMOD:35|UNIMOD:1
PXD011359,MS:1002417,PRIDE:0000312,,MOD:00425|MOD:00394|MOD:00397
PXD011249,MS:1001911,PRIDE:0000323,,MOD:00425
PXD011301,MS:1001911,,,MOD:00425|MOD:00394|MOD:00397
PXD011322,MS:1000449,PRIDE:0000436,,MOD:00696|MOD:00397
PXD011324,MS:1001910,,,MOD:00425|MOD:00417|MOD:00397|MOD:00400
PXD011254,MS:1002732,PRIDE:0000314,,MOD:01720|MOD:00425|MOD:01153|MOD:00400
PXD011257,MS:1002732,,,MOD:00696|MOD:00219
PXD011258,MS:1000449,,,PRIDE:0000398
PXD011263,MS:1001510|MS:1001742,PRIDE:0000312|PRIDE:0000210,,MOD:00425
PXD011182,MS:1001910,,,MOD:00425|MOD:00397
PXD011306,MS:1002783,,,UNIMOD:4|UNIMOD:35
PXD011238,MS:1001911,,,PRIDE:0000398
